Date,User,Tweet,newTweet,newTweet1,tokens
2014-01-07 05:23:16+00:00,arunjaitley,"Please watch my interview on ""Aap Ki Adalat"" (04th January, 2014). Here is the link: http://t.co/o7A7gP74Gm",Please interview Aap Ki Adalat 04th January 2014 http co o7A7gP74Gm,Please interview Aap Ki Adalat 04th January 2014 co o7A7gP74Gm,interview aap adalat january oagpgm
2014-01-06 11:52:22+00:00,arunjaitley,AAP- More of symbolism than substance so far.Hope they correct soon. Otherwise the slope downwards will be faster than the movement upwards.,AAP symbolism substance far Hope correct soon Otherwise slope downwards faster movement upwards,AAP symbolism substance far Hope correct soon Otherwise slope downwards faster movement upwards,aap symbolism substance far hope correct soon slope downwards faster movement upwards
2014-01-06 11:51:56+00:00,arunjaitley,"Ideology of AAP as revealed post-elections - it stands for nationalization, weak National security and high subsidies and higher taxation.",Ideology AAP revealed post elections stands nationalization weak National security high subsidies higher taxation,Ideology AAP revealed post elections stands nationalization weak National security high subsidies higher taxation,ideology aap reveal post elections stand nationalization weak national security high subsidies higher taxatio
2014-01-06 08:59:19+00:00,arunjaitley,Please watch my Keynote address on“India’s Economic Policy”at the OFBJP Global meet at 2:30pm today.Here is the link: http://t.co/J5mVTziaEI,Please Keynote address India Economic Policy OFBJP Global meet 2 30pm today http co J5mVTziaEI,Please Keynote address India Economic Policy OFBJP Global meet 2 30pm today co J5mVTziaEI,keynote address india economic policy ofbjp global meet today jmvtziaei
2014-01-06 08:21:50+00:00,arunjaitley,Till such time the infrastructure of terror  remains the presence of the army  in Jammu &amp; Kashmir is essential.,Till time infrastructure terror remains presence army Jammu Kashmir essential,Till time infrastructure terror remains presence army Jammu Kashmir essential,till time infrastructure terror remain presence army jammu kashmir essentia
2014-01-06 08:21:23+00:00,arunjaitley,The issues of national security  cannot be decided by populism or referendum.  They can only be decided  on security considerations.,issues national security cannot decided populism referendum decided security considerations,issues national security cannot decided populism referendum decided security considerations,ssues national security decide populism referendum decide security considerations
2014-01-06 08:20:17+00:00,arunjaitley,The suggestion that the issue of Army Presence in Kashmir be decided by a referendum  of the people in the valley must be opposed.,suggestion issue Army Presence Kashmir decided referendum people valley must opposed,suggestion issue Army Presence Kashmir decided referendum people valley must opposed,suggestion issue army presence kashmir decide referendum people valley oppose
2014-01-06 07:56:22+00:00,arunjaitley,"Please read my article ""Should National Security Issues be decided by a Local Referendum?"": Here is the link:  http://t.co/90UIRFw4FW",Please read article National Security Issues decided Local Referendum http co 90UIRFw4FW,Please read article National Security Issues decided Local Referendum co 90UIRFw4FW,read article national security issue decide local referendum uirfwfw
2014-01-05 15:30:32+00:00,arunjaitley,Overwhelming response. Had a great time. Will have another one soon. http://t.co/dcezQAGnRA,Overwhelming response great time another one soon http co dcezQAGnRA,Overwhelming response great time another one soon co dcezQAGnRA,overwhelm response great time soon dcezqagnra
2014-01-05 15:06:17+00:00,arunjaitley,Thank you for the great interactive session. Due to the paucity of time all questions could not be answered. Will have another one soon.,Thank great interactive session Due paucity time questions could answered another one soon,Thank great interactive session Due paucity time questions could answered another one soon,thank great interactive session paucity time question answer soo
2014-01-05 15:02:24+00:00,arunjaitley,.@PvTanna @BJP4India will be contesting all seats except where we will have allies. #AskJaitley,PvTanna BJP4India contesting seats except allies AskJaitley,PvTanna BJP4India contesting seats except allies AskJaitley,pvtanna bjpindia contest seat ally askjaitley
2014-01-05 15:00:42+00:00,arunjaitley,.@Vijaysubbu1 India has to double it's Judge strength in the next decade. #AskJaitley,Vijaysubbu1 India double Judge strength next decade AskJaitley,Vijaysubbu1 India double Judge strength next decade AskJaitley,vijaysubbu india double judge strength decade askjaitley
2014-01-05 14:59:50+00:00,arunjaitley,.@2014_Watch People seem more enthusiastic than us in wanting to change the UPA. The UPA is off the mindspace. Not many questions abt them,2014_Watch People seem enthusiastic us wanting change UPA UPA mindspace many questions abt,2014_Watch People seem enthusiastic us wanting change UPA UPA mindspace many questions abt,watch people enthusiastic want change upa upa mindspace question abt
2014-01-05 14:58:22+00:00,arunjaitley,.@praveenbs Regions have a strong federal desire. The BJP respects that. #AskJaitley,praveenbs Regions strong federal desire BJP respects AskJaitley,praveenbs Regions strong federal desire BJP respects AskJaitley,praveenbs regions strong federal desire bjp respect askjaitley
2014-01-05 14:55:45+00:00,arunjaitley,.@RajeshaM75 Dr Joshi has already asked for public suggestions on Manifesto. He is meeting stake holders. #AskJaitley,RajeshaM75 Dr Joshi already asked public suggestions Manifesto meeting stake holders AskJaitley,RajeshaM75 Dr Joshi already asked public suggestions Manifesto meeting stake holders AskJaitley,rajesham joshi ask public suggestions manifesto meet stake holders askjaitley
2014-01-05 14:53:32+00:00,arunjaitley,".@HindolSengupta 2014 will be ""A Vote for India"" , Economic Growth, Probity &amp; National Security",HindolSengupta 2014 Vote India Economic Growth Probity National Security,HindolSengupta 2014 Vote India Economic Growth Probity National Security,hindolsengupta vote india economic growth probity national security
2014-01-05 14:52:13+00:00,arunjaitley,.@AnjaniShahi @Devinder_Sharma I was extremely impressed with his views and depth. #AskJaitley,AnjaniShahi Devinder_Sharma extremely impressed views depth AskJaitley,AnjaniShahi Devinder_Sharma extremely impressed views depth AskJaitley,anjanishahi devinder sharma extremely impress view depth askjaitley
2014-01-05 14:50:29+00:00,arunjaitley,".@himanpan In case we have legislative strength, YES. #AskJaitley",himanpan case legislative strength YES AskJaitley,himanpan case legislative strength YES AskJaitley,himanpan case legislative strength yes askjaitley
2014-01-05 14:49:49+00:00,arunjaitley,".@shat90 2/2 - On BSY - We removed him as CM, when he was chargesheeted. We paid a price since our party split.",shat90 2 2 BSY removed CM chargesheeted paid price since party split,shat90 2 2 BSY removed CM chargesheeted paid price since party split,shit bsy remove chargesheeted pay price party split
2014-01-05 14:48:52+00:00,arunjaitley,.@shat90 1/2 - I have examined the case against Amit Shah. It is a fabrication.The Guj HC has said there is no Prima Facie case. #AskJaitley,shat90 1 2 examined case Amit Shah fabrication Guj HC said Prima Facie case AskJaitley,shat90 1 2 examined case Amit Shah fabrication Guj HC said Prima Facie case AskJaitley,shit examine case amit shah fabrication guj say prima facie case askjaitley
2014-01-05 14:46:17+00:00,arunjaitley,.@kishorelodha You have to handle the Supply side situation. UPA only raises the interest rates. #AskJaitley,kishorelodha handle Supply side situation UPA raises interest rates AskJaitley,kishorelodha handle Supply side situation UPA raises interest rates AskJaitley,shorelodha handle supply situation upa raise rat askjaitley
2014-01-05 14:42:03+00:00,arunjaitley,.@KSubhash567 2/2 3. Ignoring the poorest in subsidies 4. Symbolism &amp; Not Substance in performance #AskJaitley,KSubhash567 2 2 3 Ignoring poorest subsidies 4 Symbolism Substance performance AskJaitley,KSubhash567 2 2 3 Ignoring poorest subsidies 4 Symbolism Substance performance AskJaitley,ksubhash ignore poorest subsidies symbolism substance performance askjaitley
2014-01-05 14:41:00+00:00,arunjaitley,.@KSubhash567 1/2 - Their initial mistakes 1. Depending on Congress despite contrary promise 2. Arrogant political style #AskJaitley,KSubhash567 1 2 initial mistakes 1 Depending Congress despite contrary promise 2 Arrogant political style AskJaitley,KSubhash567 1 2 initial mistakes 1 Depending Congress despite contrary promise 2 Arrogant political style AskJaitley,ksubhash initial mistake depend congress despite contrary promise arrogant political style askjaitley
2014-01-05 14:35:51+00:00,arunjaitley,".@friend_goel India needs Manufacturing sector reforms such as Infrastructure,Low Cost Utilities,Low Interest rates, trade facilitation etc.",friend_goel India needs Manufacturing sector reforms Infrastructure Low Cost Utilities Low Interest rates trade facilitation etc,friend_goel India needs Manufacturing sector reforms Infrastructure Low Cost Utilities Low Interest rates trade facilitation etc,friend goel india need manufacture sector reform infrastructure low cost utilities low rat trade facilitation
2014-01-05 14:32:54+00:00,arunjaitley,.@NavenduSingh_ It is factually inaccurate.,NavenduSingh_ factually inaccurate,NavenduSingh_ factually inaccurate,navendusingh factually inaccurate
2014-01-05 14:31:55+00:00,arunjaitley,".@anandakhani83 We are entitled to our media space, but our politics is not dependent on Media. #AskJaitley",anandakhani83 entitled media space politics dependent Media AskJaitley,anandakhani83 entitled media space politics dependent Media AskJaitley,anandakhani entitle media space politics dependent media askjaitley
2014-01-05 14:30:49+00:00,arunjaitley,.@shashank_sneham There should be an IIT and AIIMS in every state. #AskJaitley,shashank_sneham IIT AIIMS every state AskJaitley,shashank_sneham IIT AIIMS every state AskJaitley,shashank sneham iit aiims state askjaitley
2014-01-05 14:29:50+00:00,arunjaitley,".@imjaisingh Strong Anti-Incumbency against UPA,high strike rate in  North,West&amp;Central India coupled with alliances can produce a surprise.",imjaisingh Strong Anti Incumbency UPA high strike rate North West Central India coupled alliances produce surprise,imjaisingh Strong Anti Incumbency UPA high strike rate North West Central India coupled alliances produce surprise,mjaisingh strong anti incumbency upa high strike rate north west central india couple alliances produce surprise
2014-01-05 14:27:09+00:00,arunjaitley,.@princepatel21 It was a historical blunder by Pandit Nehru. #AskJaitley,princepatel21 historical blunder Pandit Nehru AskJaitley,princepatel21 historical blunder Pandit Nehru AskJaitley,princepatel historical blunder pandit nehru askjaitley
2014-01-05 14:25:58+00:00,arunjaitley,".@srivram234 No. The party is backing @narendramodi fully, more so the cadres. #AskJaitley",srivram234 party backing narendramodi fully cadres AskJaitley,srivram234 party backing narendramodi fully cadres AskJaitley,srivram party back narendramodi fully cadres askjaitley
2014-01-05 14:24:58+00:00,arunjaitley,".@Bala406 Have you forgotten that in 1999, @SushmaSwarajbjp contested against Smt. Sonia Gandhi from Bellary. #AskJaitley",Bala406 forgotten 1999 SushmaSwarajbjp contested Smt Sonia Gandhi Bellary AskJaitley,Bala406 forgotten 1999 SushmaSwarajbjp contested Smt Sonia Gandhi Bellary AskJaitley,bala forget sushmaswarajbjp contest smt sonia gandhi bellary askjaitley
2014-01-05 14:21:51+00:00,arunjaitley,.@sadhavi Please register yourself as volunteer at http://t.co/lilUbFKiig #AskJaitley,sadhavi Please register volunteer http co lilUbFKiig AskJaitley,sadhavi Please register volunteer co lilUbFKiig AskJaitley,sadhavi register volunteer lilubfkiig askjaitley
2014-01-05 14:20:48+00:00,arunjaitley,".@vivek2307 The BJP contests on it's own strength. Unlike AAP, we will never take support from congress. #AskJaitley",vivek2307 BJP contests strength Unlike AAP never take support congress AskJaitley,vivek2307 BJP contests strength Unlike AAP never take support congress AskJaitley,vivek bjp contest strength unlike aap support congress askjaitley
